"gene"	"p_value"	"estimate"	"BH"
"627"	"OR8U1"	0.170786516853933	10.8909548109933	0.827504134275072
"628"	"OR1S2"	0.170786516853933	10.8909548109933	0.827504134275072
"629"	"OR5B2"	0.0200204290091931	24.56021585398	0.633828160143949
"630"	"OR5AN1"	0.246169560776302	5.5131938040198	1
"631"	"CCDC86"	1	0	1
"632"	"MYRF"	1	0	1
"633"	"SLC22A24"	1	0	1
"634"	"NRXN2"	0.170786516853933	10.8909548109933	0.827504134275072
"635"	"FAM89B"	1	0	1
"636"	"GAL3ST3"	1	0	1
"637"	"TMEM151A"	1	0	1
"638"	"ACTN3"	1	0	1
"639"	"SPTBN2"	1	0	1
"640"	"RHOD"	1	0	1
"641"	"GPR152"	0.170786516853933	10.8909548109933	0.827504134275072
"642"	"PITPNM1"	0.246169560776302	5.5131938040198	1
"643"	"FGF3"	1	0	1
"644"	"SHANK2"	1	0	1
"645"	"KRTAP5-9"	1	0	1
"646"	"UCP2"	1	0	1
"647"	"ARRB1"	0.585060476217385	1.31695027245043	1
"648"	"UVRAG"	1	0	1
"649"	"TMEM135"	1	0	1
"650"	"NOX4"	1	0	1
"651"	"FAT3"	0.0200204290091931	24.56021585398	0.633828160143949
"652"	"CNTN5"	1	0	1
"653"	"ATM"	1	0	1
"654"	"ARHGAP20"	1	0	1
"655"	"TIMM8B"	1	0	1
"656"	"BCO2"	1	0	1
"657"	"FXYD2"	1	0	1
"658"	"SCN2B"	1	0	1
"659"	"NLRX1"	1	0	1
"660"	"TECTA"	1	0	1
"661"	"HSPA8"	1	0	1
"662"	"OR10S1"	1	0	1
"663"	"VWA5A"	1	0	1
"664"	"OR8A1"	0.0888888888888888	Inf	0.633828160143949
"665"	"NTM"	1	0	1
"666"	"CACNA2D4"	1	0	1
"667"	"GALNT8"	1	0	1
"668"	"KCNA5"	1	0	1
"669"	"ANO2"	1	0	1
"670"	"VWF"	1	0	1
"671"	"LAG3"	0.00699126092384519	Inf	0.633828160143949
"672"	"CD163L1"	0.0200204290091931	24.56021585398	0.633828160143949
"673"	"C3AR1"	1	0	1
"674"	"PZP"	0.0888888888888888	Inf	0.633828160143949
"675"	"STYK1"	1	0	1
"676"	"ATF7IP"	1	0	1
"677"	"PDE3A"	0.170786516853933	10.8909548109933	0.827504134275072
"678"	"SLCO1C1"	1	0	1
"679"	"SOX5"	1	0	1
"680"	"MANSC4"	0.0888888888888888	Inf	0.633828160143949
"681"	"CCDC91"	1	0	1
"682"	"OVCH1"	0.0888888888888888	Inf	0.633828160143949
"683"	"TMTC1"	0.0200204290091931	24.56021585398	0.633828160143949
"684"	"CNTN1"	1	0	1
"685"	"ADAMTS20"	0.315487302314114	3.67391382113383	1
"686"	"TWF1"	1	0	1
"687"	"DBX2"	0.437594628960132	2.17474154402267	1
"688"	"ANO6"	0.491157045249643	1.794922601213	1
"689"	"DHH"	1	0	1
"690"	"NCKAP5L"	0.170786516853933	10.8909548109933	0.827504134275072
"691"	"FAM186A"	1	0.834934380927452	1
"692"	"KRT81"	1	0	1
"693"	"KRT74"	1	0	1
"694"	"KRT73"	1	0	1
"695"	"IGFBP6"	1	0	1
"696"	"ERBB3"	1	0	1
"697"	"GNS"	0.170786516853933	10.8909548109933	0.827504134275072
"698"	"GRIP1"	1	0	1
"699"	"CAND1"	1	0	1
"700"	"LGR5"	0.0888888888888888	Inf	0.633828160143949
"701"	"TRHDE"	1	0	1
"702"	"SLC6A15"	1	0	1
"703"	"SLC5A8"	1	0	1
"704"	"ALDH1L2"	0.246169560776302	5.5131938040198	1
"705"	"TRPV4"	1	0	1
"706"	"ACAD10"	1	0	1
"707"	"HECTD4"	1	0	1
"708"	"TBX3"	1	0	1
"709"	"RNFT2"	1	0	1
"710"	"NOS1"	1	0	1
"711"	"SUDS3"	1	0	1
"712"	"TMEM132B"	1	0	1
"713"	"POLE"	0.246169560776302	5.5131938040198	1
"714"	"CDK8"	1	0	1
"715"	"MTUS2"	0.170786516853933	10.8909548109933	0.827504134275072
"716"	"DCLK1"	1	0	1
"717"	"EXOSC8"	1	0	1
"718"	"FREM2"	1	0	1
"719"	"NAA16"	1	0	1
"720"	"ENOX1"	0.0200204290091931	24.56021585398	0.633828160143949
"721"	"TSC22D1"	1	0	1
"722"	"LRCH1"	0.0888888888888888	Inf	0.633828160143949
"723"	"HTR2A"	1	0	1
"724"	"ITM2B"	1	0	1
"725"	"ARL11"	1	0	1
"726"	"DLEU7"	1	0	1
"727"	"PCDH8"	0.0888888888888888	Inf	0.633828160143949
"728"	"OLFM4"	1	0	1
"729"	"PCDH17"	0.0888888888888888	Inf	0.633828160143949
"730"	"PCDH9"	0.0888888888888888	Inf	0.633828160143949
"731"	"KLHL1"	1	0	1
"732"	"TBC1D4"	1	0	1
"733"	"IRG1"	0.170786516853933	10.8909548109933	0.827504134275072
"734"	"MYCBP2"	1	0	1
"735"	"EDNRB"	1	0	1
"736"	"RNF219"	1	0	1
"737"	"SLITRK6"	1	0	1
"738"	"GPC5"	1	0	1
"739"	"DCT"	1	0	1
"740"	"GPR183"	0.170786516853933	10.8909548109933	0.827504134275072
"741"	"NALCN"	0.315487302314114	3.67391382113383	1
"742"	"TPP2"	1	0	1
"743"	"LINC00283"	0.0888888888888888	Inf	0.633828160143949
"744"	"OR4N2"	1	0	1
"745"	"OR11G2"	1	0	1
"746"	"TEP1"	1	0	1
"747"	"MYH6"	1	0	1
"748"	"RNF31"	1	0	1
"749"	"DTD2"	1	0	1
"750"	"FAM177A1"	1	0	1
"751"	"LRFN5"	0.00699126092384519	Inf	0.633828160143949
"752"	"FSCB"	1	0	1
"753"	"MIS18BP1"	1	0	1
"754"	"MDGA2"	1	0	1
"755"	"ABHD12B"	1	1.10402016999393	1
"756"	"NID2"	1	0	1
"757"	"ARID4A"	0.170786516853933	10.8909548109933	0.827504134275072
"758"	"SYNE2"	1	0	1
"759"	"AKAP5"	0.437594628960132	2.17474154402267	1
"760"	"VTI1B"	1	0	1
"761"	"SLC8A3"	1	0	1
"762"	"ADAM21"	1	0	1
"763"	"ADAM20"	1	0	1
"764"	"TTLL5"	0.170786516853933	10.8909548109933	0.827504134275072
"765"	"IRF2BPL"	0.315487302314114	3.67391382113383	1
"766"	"PTPN21"	0.170786516853933	10.8909548109933	0.827504134275072
"767"	"SERPINA4"	1	0	1
"768"	"ATG2B"	1	0	1
"769"	"RTL1"	1	0	1
"770"	"MARK3"	0.170786516853933	10.8909548109933	0.827504134275072
"771"	"KIF26A"	0.0213565746621233	8.80706754746913	0.633828160143949
"772"	"AHNAK2"	1	0	1
"773"	"OR4M2"	1	0	1
"774"	"OR4N4"	1	0	1
"775"	"OR4N3P"	1	0	1
"776"	"GABRB3"	1	0	1
"777"	"GABRG3"	1	0	1
"778"	"APBA2"	0.0200204290091931	24.56021585398	0.633828160143949
"779"	"FMN1"	1	0	1
"780"	"RYR3"	1	0	1
"781"	"CHRM5"	1	0	1
"782"	"INO80"	1	0	1
"783"	"MAPKBP1"	0.170786516853933	10.8909548109933	0.827504134275072
"784"	"SPTBN5"	1	0	1
"785"	"TMEM87A"	1	0	1
"786"	"TTBK2"	1	0	1
"787"	"DUOX2"	1	0	1
"788"	"SLC24A5"	1	0	1
"789"	"FBN1"	1	0.511138818497529	1
"790"	"DTWD1"	0.246169560776302	5.5131938040198	1
"791"	"TRPM7"	1	0	1
"792"	"UNC13C"	1	0	1
"793"	"TLN2"	1	0	1
"794"	"VWA9"	1	0	1
"795"	"PKM"	0.0888888888888888	Inf	0.633828160143949
"796"	"TBC1D2B"	1	0	1
"797"	"ANKRD34C"	0.246169560776302	5.5131938040198	1
"798"	"KIAA1024"	0.170786516853933	10.8909548109933	0.827504134275072
"799"	"ST20"	1	0	1
"800"	"ARNT2"	1	0	1
"801"	"CEMIP"	1	0	1
"802"	"FAM154B"	1	1.15671375981899	1
"803"	"AKAP13"	1	1.02824980884671	1
"804"	"KLHL25"	1	0	1
"805"	"AGBL1"	0.170786516853933	10.8909548109933	0.827504134275072
"806"	"NTRK3"	1	0	1
"807"	"CERS3"	1	0	1
"808"	"ARHGDIG"	1	0	1
"809"	"PDIA2"	0.0888888888888888	Inf	0.633828160143949
"810"	"C16orf13"	1	0	1
"811"	"TELO2"	1	0	1
"812"	"CRAMP1L"	1	0	1
"813"	"SLC9A3R2"	1	0	1
"814"	"E4F1"	1	0	1
"815"	"SRRM2"	1	0	1
"816"	"C16orf90"	0.170786516853933	10.8909548109933	0.827504134275072
"817"	"KIAA0430"	1	0	1
"818"	"XYLT1"	0.0888888888888888	Inf	0.633828160143949
"819"	"GP2"	1	0	1
"820"	"ACSM2A"	1	0	1
"821"	"HS3ST2"	1	0	1
"822"	"CACNG3"	1	0	1
"823"	"RBBP6"	1	0	1
"824"	"SLC5A11"	1	0	1
"825"	"C16orf82"	1	0	1
"826"	"KIAA0556"	0.315487302314114	3.67391382113383	1
"827"	"SH2B1"	1	0	1
"828"	"NFATC2IP"	1	0	1
"829"	"C16orf92"	1	0	1
"830"	"TRIM72"	1	0	1
"831"	"ARMC5"	1	0	1
"832"	"ABCC12"	0.0478469024182473	4.74100932450177	0.633828160143949
"833"	"ABCC11"	1	0	1
"834"	"SALL1"	1	0	1
"835"	"IRX6"	1	0	1
"836"	"CES5A"	1	0	1
"837"	"SLC38A7"	1	0	1
"838"	"GOT2"	0.437594628960132	2.17474154402267	1
"839"	"CDH8"	1	0	1
"840"	"DPEP3"	1	0	1
"841"	"PDPR"	0.0888888888888888	Inf	0.633828160143949
"842"	"FUK"	1	0	1
"843"	"PKD1L3"	0.0888888888888888	Inf	0.633828160143949
"844"	"DHX38"	0.170786516853933	10.8909548109933	0.827504134275072
"845"	"ZFHX3"	1	0	1
"846"	"ADAT1"	1	0	1
"847"	"CNTNAP4"	1	0	1
"848"	"VAT1L"	1	0	1
"849"	"ZCCHC14"	1	0	1
"850"	"ZNF469"	1	0	1
"851"	"VPS53"	1	0	1
"852"	"TRPV1"	1	0	1
"853"	"ITGAE"	0.170786516853933	10.8909548109933	0.827504134275072
"854"	"SPNS3"	1	0	1
"855"	"MYBBP1A"	1	0	1
"856"	"KIF1C"	1	0	1
"857"	"NLRP1"	1	0	1
"858"	"PER1"	0.0888888888888888	Inf	0.633828160143949
"859"	"AURKB"	1	0	1
"860"	"USP43"	1	0	1
"861"	"MYH13"	1	0	1
"862"	"MYH8"	1	0	1
"863"	"MYH4"	1	0	1
"864"	"MYH2"	1	0	1
"865"	"MYH3"	1	0	1
"866"	"DNAH9"	0.315487302314114	3.67391382113383	1
"867"	"MYOCD"	1	0	1
"868"	"HS3ST3A1"	0.170786516853933	10.8909548109933	0.827504134275072
"869"	"TBC1D26"	1	0	1
"870"	"PEMT"	0.0888888888888888	Inf	0.633828160143949
"871"	"RAI1"	1	0	1
"872"	"SPECC1"	1	0	1
"873"	"MAP2K3"	0.315487302314114	3.67391382113383	1
"874"	"KCNJ12"	1	0	1
"875"	"FAM27L"	1	0	1
"876"	"ABHD15"	0.685654316078716	1.53125037856199	1
"877"	"GIT1"	0.170786516853933	10.8909548109933	0.827504134275072
"878"	"CRLF3"	1	0	1
"879"	"SPACA3"	1	0	1
"880"	"UNC45B"	1	0	1
"881"	"SLFN5"	1	0	1
"882"	"SLFN13"	1	0	1
"883"	"STARD3"	1	0	1
"884"	"MED24"	0.170786516853933	10.8909548109933	0.827504134275072
"885"	"WIPF2"	1	0	1
"886"	"KRT20"	1	0	1
"887"	"KRTAP4-7"	0.246169560776302	5.5131938040198	1
"888"	"KRTAP9-8"	1	0	1
"889"	"KRT14"	1	0	1
"890"	"LEPREL4"	0.0888888888888888	Inf	0.633828160143949
"891"	"GHDC"	1	0	1
"892"	"ITGA2B"	1	0	1
"893"	"ADAM11"	0.590183186387541	0	1
"894"	"KANSL1"	1	0	1
"895"	"WNT3"	1	0	1
"896"	"IGF2BP1"	0.0200204290091931	24.56021585398	0.633828160143949
"897"	"DLX3"	1	0	1
"898"	"ITGA3"	1	0	1
"899"	"SGCA"	1	0	1
"900"	"CACNA1G"	1	0	1
"901"	"KIF2B"	1	0	1
"902"	"TOM1L1"	1	0	1
"903"	"NOG"	0.315487302314114	3.67391382113383	1
"904"	"MTMR4"	1	0	1
"905"	"SEPT4"	1	0	1
"906"	"TEX14"	1	0	1
"907"	"HEATR6"	1	0	1
"908"	"EFCAB3"	1	0	1
"909"	"PSMC5"	0.0888888888888888	Inf	0.633828160143949
"910"	"GH2"	1	0	1
"911"	"ABCA6"	0.540202149321967	1.52228009354473	1
"912"	"KCNJ2"	1	0	1
"913"	"GPR142"	0.246169560776302	5.5131938040198	1
"914"	"CD300LB"	1	0	1
"915"	"CD300E"	0.170786516853933	10.8909548109933	0.827504134275072
"916"	"RAB37"	1	0	1
"917"	"FADS6"	1	0	1
"918"	"OTOP2"	0.0888888888888888	Inf	0.633828160143949
"919"	"UBE2O"	1	0	1
"920"	"MYADML2"	1	0	1
"921"	"HEXDC"	1	0	1
"922"	"COLEC12"	1	0	1
"923"	"CLUL1"	0.315487302314114	3.67391382113383	1
"924"	"MYOM1"	1	0	1
"925"	"C18orf42"	1	0	1
"926"	"LAMA1"	0.0888888888888888	Inf	0.633828160143949
"927"	"ANKRD12"	1	0	1
"928"	"PTPN2"	0.0888888888888888	Inf	0.633828160143949
"929"	"POTEC"	0.0888888888888888	Inf	0.633828160143949
"930"	"ANKRD30B"	1	0	1
"931"	"GREB1L"	1	0	1
"932"	"TTC39C"	1	0	1
"933"	"SS18"	1	0	1
"934"	"CDH2"	1	0	1
"935"	"DSG1"	1	0	1
"936"	"DSG3"	1	0	1
"937"	"KLHL14"	1	0	1
"938"	"ASXL3"	0.246169560776302	5.5131938040198	1
"939"	"DTNA"	1	0	1
"940"	"ZNF271"	1	0	1
"941"	"FHOD3"	0.170786516853933	10.8909548109933	0.827504134275072
"942"	"SLC14A2"	1	0	1
"943"	"EPG5"	1	0	1
"944"	"LOXHD1"	0.0888888888888888	Inf	0.633828160143949
"945"	"TCEB3B"	1	0	1
"946"	"DCC"	0.170786516853933	10.8909548109933	0.827504134275072
"947"	"SERPINB7"	1	0	1
"948"	"SERPINB8"	1	0	1
"949"	"CDH7"	0.491157045249643	1.794922601213	1
"950"	"CDH19"	1	0	1
"951"	"DSEL"	0.246169560776302	5.5131938040198	1
"952"	"CCDC102B"	1	0	1
"953"	"NETO1"	1	0	1
"954"	"CTDP1"	1	0	1
"955"	"STK11"	1	0	1
"956"	"OAZ1"	1	0	1
"957"	"NFIC"	1	0	1
"958"	"PTPRS"	0.0888888888888888	Inf	0.633828160143949
"959"	"MLLT1"	1	0	1
"960"	"KHSRP"	1	0	1
"961"	"VAV1"	1	0	1
"962"	"ZNF358"	1	0	1
"963"	"COL5A3"	0.170786516853933	10.8909548109933	0.827504134275072
"964"	"TYK2"	1	0	1
"965"	"CACNA1A"	1	0	1
"966"	"SLC1A6"	1	0	1
"967"	"CYP4F3"	1	0	1
"968"	"SIN3B"	1	0	1
"969"	"MYO9B"	1	0	1
"970"	"FAM129C"	1	0	1
"971"	"ZNF90"	0.0888888888888888	Inf	0.633828160143949
"972"	"TSHZ3"	1	0	1
"973"	"ZNF599"	1	0	1
"974"	"MAG"	1	0	1
"975"	"ZNF382"	1	0	1
"976"	"SIPA1L3"	1	0	1
"977"	"RYR1"	1	0	1
"978"	"MAP4K1"	0.0888888888888888	Inf	0.633828160143949
"979"	"ACP7"	0.674027563419176	1.27088006090208	1
"980"	"SUPT5H"	1	0	1
"981"	"SERTAD1"	1	0	1
"982"	"PSG9"	0.0888888888888888	Inf	0.633828160143949
"983"	"PHLDB3"	0.0888888888888888	Inf	0.633828160143949
"984"	"MARK4"	0.0888888888888888	Inf	0.633828160143949
"985"	"DACT3"	1	0	1
"986"	"MEIS3"	1	0	1
"987"	"SLC8A2"	1	0	1
"988"	"GLTSCR1"	1	0	1
"989"	"RPL13A"	1	0	1
"990"	"CPT1C"	1	0	1
"991"	"KLK7"	1	0	1
"992"	"SIGLEC8"	1	0	1
"993"	"FPR2"	0.246169560776302	5.5131938040198	1
"994"	"MIR517A"	1	0	1
"995"	"LILRA6"	0.0888888888888888	Inf	0.633828160143949
"996"	"TTYH1"	1	0	1
"997"	"NLRP7"	1	0	1
"998"	"NLRP2"	1	0	1
"999"	"NLRP4"	0.246169560776302	5.5131938040198	1
"1000"	"NLRP8"	1	0	1
"1001"	"NLRP5"	1	0	1
"1002"	"PEG3"	0.0888888888888888	Inf	0.633828160143949
"1003"	"AURKC"	1	0	1
"1004"	"ZNF17"	1	0	1
"1005"	"ZNF530"	1	0	1
"1006"	"ZNF211"	1	0	1
"1007"	"ZNF551"	1	0	1
"1008"	"A1BG"	0.0200204290091931	24.56021585398	0.633828160143949
"1009"	"MYT1L"	1	0	1
"1010"	"TSSC1"	1	0	1
"1011"	"TRAPPC12"	1	0	1
"1012"	"SOX11"	1	0	1
"1013"	"FAM84A"	1	0	1
"1014"	"FAM49A"	0.588646373336494	0	1
"1015"	"ATAD2B"	1	0	1
"1016"	"EFR3B"	1	0	1
"1017"	"ALK"	1	0	1
"1018"	"XDH"	0.0888888888888888	Inf	0.633828160143949
"1019"	"NLRC4"	1	0	1
"1020"	"BIRC6"	1	0	1
"1021"	"TTC27"	1	0	1
"1022"	"FAM98A"	1	0	1
"1023"	"QPCT"	1	0	1
"1024"	"SLC8A1"	1	0	1
"1025"	"CHAC2"	1	0	1
"1026"	"GPR75"	1	0	1
"1027"	"ASPRV1"	1	0	1
"1028"	"ZNF638"	1	0	1
"1029"	"DYSF"	1	0	1
"1030"	"SPR"	1	0	1
"1031"	"EGR4"	1	0	1
"1032"	"ALMS1"	1	0	1
"1033"	"TLX2"	1	0	1
"1034"	"DQX1"	1	0	1
"1035"	"HTRA2"	1	0	1
"1036"	"LRRTM4"	0.0888888888888888	Inf	0.633828160143949
"1037"	"REG3A"	1	0	1
"1038"	"CTNNA2"	1	0	1
"1039"	"LRRTM1"	0.170786516853933	10.8909548109933	0.827504134275072
"1040"	"RETSAT"	1	0	1
"1041"	"CHMP3"	1	0	1
"1042"	"CD8A"	1	0	1
"1043"	"TEX37"	1	0	1
"1044"	"ADRA2B"	0.437594628960132	2.17474154402267	1
"1045"	"STARD7"	1	0	1
"1046"	"INPP4A"	1	0	1
"1047"	"RFX8"	1	0	1
"1048"	"SLC9A4"	1	0	1
"1049"	"RGPD3"	1	0	1
"1050"	"ST6GAL2"	1	0	1
"1051"	"RANBP2"	1	0	1
"1052"	"IL36G"	1	0	1
"1053"	"DPP10"	1	0	1
"1054"	"CNTNAP5"	1	0	1
"1055"	"UGGT1"	1	0	1
"1056"	"POTEF"	0.0888888888888888	Inf	0.633828160143949
"1057"	"CCDC74B"	0.585060476217385	1.31695027245043	1
"1058"	"AMER3"	1	0	1
"1059"	"ARHGEF4"	1	0	1
"1060"	"POTEE"	0.0888888888888888	Inf	0.633828160143949
"1061"	"ANKRD30BL"	1	0	1
"1062"	"GPR39"	1	0	1
"1063"	"NCKAP5"	1	0	1
"1064"	"THSD7B"	1	0	1
"1065"	"LRP1B"	0.246169560776302	5.5131938040198	1
"1066"	"KIF5C"	1	0	1
"1067"	"RIF1"	1	0	1
"1068"	"NEB"	1	0	1
"1069"	"CACNB4"	1	0	1
"1070"	"BAZ2B"	1	0	1
"1071"	"SLC4A10"	1	0	1
"1072"	"FAP"	0.170786516853933	10.8909548109933	0.827504134275072
"1073"	"GRB14"	0.0200204290091931	24.56021585398	0.633828160143949
"1074"	"SCN3A"	1	0	1
"1075"	"SCN2A"	1	0	1
"1076"	"CSRNP3"	1	0	1
"1077"	"GALNT3"	1	0	1
"1078"	"TTC21B"	1	0	1
"1079"	"SCN9A"	1	0	1
"1080"	"XIRP2"	0.0888888888888888	Inf	0.633828160143949
"1081"	"G6PC2"	1	0	1
"1082"	"LRP2"	0.0888888888888888	Inf	0.633828160143949
"1083"	"HOXD13"	1	0	1
"1084"	"HOXD8"	1	0	1
"1085"	"FKBP7"	0.170786516853933	10.8909548109933	0.827504134275072
"1086"	"TTN"	1	0	1
"1087"	"NCKAP1"	1	0	1
"1088"	"FSIP2"	1	0	1
"1089"	"FAM171B"	1	0	1
"1090"	"PMS1"	0.0888888888888888	Inf	0.633828160143949
"1091"	"MSTN"	1	0	1
"1092"	"TMEFF2"	1	0	1
"1093"	"DNAH7"	1	0	1
"1094"	"PLCL1"	0.0888888888888888	Inf	0.633828160143949
"1095"	"ZDBF2"	0.170786516853933	10.8909548109933	0.827504134275072
"1096"	"ADAM23"	1	0	1
"1097"	"DYTN"	1	0	1
"1098"	"CRYGC"	0.170786516853933	10.8909548109933	0.827504134275072
"1099"	"CPS1"	1	0	1
"1100"	"ERBB4"	1	0	1
"1101"	"PRKAG3"	0.0888888888888888	Inf	0.633828160143949
"1102"	"WNT10A"	1	0	1
"1103"	"ANKZF1"	0.170786516853933	10.8909548109933	0.827504134275072
"1104"	"PTPRN"	0.0888888888888888	Inf	0.633828160143949
"1105"	"CHPF"	1	0	1
"1106"	"OBSL1"	1	0	1
"1107"	"SLC4A3"	1	0	1
"1108"	"SPHKAP"	1	0	1
"1109"	"PID1"	0.0888888888888888	Inf	0.633828160143949
"1110"	"C2orf72"	0.0870042677924224	6.25748261517028	0.633828160143949
"1111"	"ALPI"	0.398681870558199	1.97229062408042	1
"1112"	"UGT1A5"	1	0	1
"1113"	"SH3BP4"	1	0	1
"1114"	"COL6A3"	1	0	1
"1115"	"TRAF3IP1"	1	0	1
"1116"	"NDUFA10"	1	0	1
"1117"	"OTOS"	0.0888888888888888	Inf	0.633828160143949
"1118"	"KIF1A"	1	0	1
"1119"	"AGXT"	1	0	1
"1120"	"PASK"	0.0888888888888888	Inf	0.633828160143949
"1121"	"HDLBP"	1	0	1
"1122"	"SIRPG"	1	0	1
"1123"	"TGM6"	1	0	1
"1124"	"PTPRA"	0.0888888888888888	Inf	0.633828160143949
"1125"	"CHGB"	0.170786516853933	10.8909548109933	0.827504134275072
"1126"	"HAO1"	0.491157045249643	1.794922601213	1
"1127"	"PLCB1"	0.00699126092384519	Inf	0.633828160143949
"1128"	"ESF1"	1	0	1
"1129"	"DZANK1"	1	0	1
"1130"	"C20orf78"	1	0	1
"1131"	"RALGAPA2"	1	0	1
"1132"	"CST8"	1	0	1
"1133"	"CST9"	1	0	1
"1134"	"BCL2L1"	1	0	1
"1135"	"BPIFB6"	1	0	1
"1136"	"PIGU"	0.0888888888888888	Inf	0.633828160143949
"1137"	"ACSS2"	0.116220131223065	4.9787627604232	0.821234528050644
"1138"	"CEP250"	0.246169560776302	5.5131938040198	1
"1139"	"RBM12"	1	0	1
"1140"	"PHF20"	0.0888888888888888	Inf	0.633828160143949
"1141"	"PPP1R16B"	0.170786516853933	10.8909548109933	0.827504134275072
"1142"	"MAFB"	1	0	1
"1143"	"PTPRT"	0.170786516853933	10.8909548109933	0.827504134275072
"1144"	"MYBL2"	1	0	1
"1145"	"TOX2"	1	0	1
"1146"	"WISP2"	1	0	1
"1147"	"RIMS4"	1	0	1
"1148"	"ZNF334"	1	0	1
"1149"	"SLC2A10"	1	0	1
"1150"	"EYA2"	1	0	1
"1151"	"ZMYND8"	1	0	1
"1152"	"SULF2"	1	0	1
"1153"	"PREX1"	0.0888888888888888	Inf	0.633828160143949
"1154"	"B4GALT5"	1	0	1
"1155"	"SALL4"	1	0	1
"1156"	"GNAS"	1	0	1
"1157"	"ZNF831"	0.0888888888888888	Inf	0.633828160143949
"1158"	"PHACTR3"	0.0888888888888888	Inf	0.633828160143949
"1159"	"FAM217B"	1	0	1
"1160"	"TAF4"	1	0	1
"1161"	"DIDO1"	0.246169560776302	5.5131938040198	1
"1162"	"YTHDF1"	1	0	1
"1163"	"BIRC7"	0.246169560776302	5.5131938040198	1
"1164"	"ARFGAP1"	1	0	1
"1165"	"TPTE"	1	0	1
"1166"	"BAGE2"	1	0	1
"1167"	"GRIK1"	1	0	1
"1168"	"KRTAP13-3"	1	0	1
"1169"	"RIPPLY3"	1	0	1
"1170"	"DSCAM"	1	0	1
"1171"	"TRPM2"	1	0	1
"1172"	"TSPEAR"	1	0	1
"1173"	"C21orf67"	1	0	1
"1174"	"COL6A1"	0.170786516853933	10.8909548109933	0.827504134275072
"1175"	"PCNT"	0.170786516853933	10.8909548109933	0.827504134275072
"1176"	"CLTCL1"	1	0	1
"1177"	"LZTR1"	1	0	1
"1178"	"PRAME"	0.0888888888888888	Inf	0.633828160143949
"1179"	"IGLL3P"	1	0	1
"1180"	"MYO18B"	1	0	1
"1181"	"SEZ6L"	1	0	1
"1182"	"MN1"	1	0	1
"1183"	"AP1B1"	0.437594628960132	2.17474154402267	1
"1184"	"NEFH"	1	0	1
"1185"	"C22orf42"	0.170786516853933	10.8909548109933	0.827504134275072
"1186"	"BPIFC"	1	0	1
"1187"	"LARGE"	0.0888888888888888	Inf	0.633828160143949
"1188"	"SSTR3"	1	0	1
"1189"	"FAM83F"	1	0	1
"1190"	"XPNPEP3"	0.0888888888888888	Inf	0.633828160143949
"1191"	"ZC3H7B"	0.170786516853933	10.8909548109933	0.827504134275072
"1192"	"C22orf46"	1	0	1
"1193"	"MEI1"	0.437594628960132	2.17474154402267	1
"1194"	"NFAM1"	1	0	1
"1195"	"SCUBE1"	1	0	1
"1196"	"EFCAB6"	1	0	1
"1197"	"PARVG"	0.0888888888888888	Inf	0.633828160143949
"1198"	"KIAA0930"	1	0	1
"1199"	"UPK3A"	1	0	1
"1200"	"RIBC2"	1	0	1
"1201"	"GTSE1"	1	0	1
"1202"	"CELSR1"	1	0	1
"1203"	"C22orf34"	1	0	1
"1204"	"PLXNB2"	0.0888888888888888	Inf	0.633828160143949
"1205"	"ARSA"	1	0	1
"1206"	"ACR"	1	0	1
"1207"	"CHL1"	1	0	1
"1208"	"SETD5"	1	0	1
"1209"	"ZNF385D"	1	0	1
"1210"	"ZCWPW2"	1	0	1
"1211"	"TGFBR2"	1	0	1
"1212"	"SCN11A"	1	0	1
"1213"	"TTC21A"	1	0	1
"1214"	"CX3CR1"	1	0	1
"1215"	"CCDC13"	1	0	1
"1216"	"EXOSC7"	1	0	1
"1217"	"CSPG5"	1	0	1
"1218"	"COL7A1"	1	0	1
"1219"	"GMPPB"	1	0	1
"1220"	"CADPS"	1	0	1
"1221"	"ROBO2"	1	0	1
"1222"	"ROBO1"	1	0	1
"1223"	"PROS1"	0.0888888888888888	Inf	0.633828160143949
"1224"	"EPHA6"	1	0	1
"1225"	"OR5AC2"	0.246169560776302	5.5131938040198	1
"1226"	"OR5H2"	0.0888888888888888	Inf	0.633828160143949
"1227"	"IMPG2"	0.170786516853933	10.8909548109933	0.827504134275072
"1228"	"MORC1"	1	0	1
"1229"	"BOC"	1	0	1
"1230"	"SIDT1"	1	0	1
"1231"	"LRRC58"	0.0888888888888888	Inf	0.633828160143949
"1232"	"HGD"	1	0	1
"1233"	"KALRN"	1	0	1
"1234"	"ALDH1L1"	1	0	1
"1235"	"UROC1"	1	0	1
"1236"	"PODXL2"	0.0888888888888888	Inf	0.633828160143949
"1237"	"IFT122"	1	0	1
"1238"	"TMCC1"	1	0	1
"1239"	"MRPS22"	0.315487302314114	3.67391382113383	1
"1240"	"CLSTN2"	1	0	1
"1241"	"GK5"	1	0	1
"1242"	"ATR"	1	0	1
"1243"	"TRPC1"	1	0	1
"1244"	"CPA3"	0.181335534158624	3.49723874170776	0.877409916310101
"1245"	"P2RY12"	0.0888888888888888	Inf	0.633828160143949
"1246"	"RAP2B"	0.0200204290091931	24.56021585398	0.633828160143949
"1247"	"GPR149"	1	0	1
"1248"	"TIPARP"	1	0	1
"1249"	"SI"	1	0	1
"1250"	"BCHE"	1	0	1
"1251"	"SERPINI2"	1	0	1
"1252"	"WDR49"	1	0	1
